Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-02-25,24.4686590911134,24.55512078401486,24.416782075372524,24.53782844543457,44500,0.0,0.0,0.0
1993-02-26,24.589723915889344,24.589723915889344,24.451385103423014,24.57243156433105,66200,0.0,0.0,0.0
1993-03-01,24.65888696803791,24.65888696803791,24.468671149911387,24.50325584411621,66500,0.0,0.0,0.0
1993-03-02,24.520545235263786,24.86639213562012,24.485960545228156,24.86639213562012,182400,0.0,0.0,0.0
1993-03-03,24.90098250539679,24.9874442502072,24.86639780747263,24.97015190124512,280100,0.0,0.0,0.0
1993-03-04,25.00472962424616,25.00472962424616,24.831806182861328,24.831806182861328,89500,0.0,0.0,0.0
1993-03-05,24.866392162259068,24.97014623247712,24.74534574700468,24.762638092041016,40000,0.0,0.0,0.0
1993-03-08,24.814512495134696,25.315990447998047,24.814512495134696,25.315990447998047,50800,0.0,0.0,0.0
1993-03-09,25.264122662926635,25.28141501245636,25.177660915278015,25.229537963867188,169300,0.0,0.0,0.0
1993-03-10,25.229525564796457,25.281402587890625,25.12577151860812,25.281402587890625,194400,0.0,0.0,0.0
1993-03-11,25.2987019482627,25.367871331579888,25.177655527457613,25.21224021911621,70900,0.0,0.0,0.0
1993-03-12,25.004721635592453,25.02201397420628,24.79721357222654,24.952844619750977,643600,0.0,0.0,0.0
1993-03-15,24.935561462928508,25.07390022277832,24.935561462928508,25.07390022277832,310800,0.0,0.0,0.0
1993-03-16,25.07390022277832,25.143069602703225,25.07390022277832,25.07390022277832,30800,0.0,0.0,0.0
1993-03-17,25.039314614162933,25.039314614162933,24.883683515041756,24.91826820373535,21800,0.0,0.0,0.0
1993-03-18,25.02202318783464,25.17765429266568,25.02202318783464,25.07390022277832,59300,0.0,0.0,0.0
1993-03-19,25.174937958356654,25.174937958356654,25.035945892333984,25.035945892333984,66900,0.213,0.0,0.0
1993-03-22,24.79271713171651,24.94908325237905,24.77534311830956,24.896961212158203,183400,0.0,0.0,0.0
1993-03-23,24.96645161567624,24.983825625151315,24.914329587251032,24.94907760620117,55200,0.0,0.0,0.0
1993-03-24,24.914329587251032,25.053321663051594,24.79271152092554,24.94907760620117,37200,0.0,0.0,0.0
1993-03-25,24.966465154733623,25.157579362598668,24.93171711693998,25.105457305908203,110100,0.0,0.0,0.0
1993-03-26,25.088069711365296,25.105443720860706,24.949077635402052,24.96645164489746,101500,0.0,0.0,0.0
1993-03-29,24.983827729730745,25.192315860994142,24.983827729730745,25.070697784423828,87100,0.0,0.0,0.0
1993-03-30,25.105451631315344,25.140199661254883,25.070703601375808,25.140199661254883,56000,0.0,0.0,0.0
1993-03-31,25.209691869437613,25.27918791869864,25.122821807861328,25.122821807861328,111600,0.0,0.0,0.0
1993-04-01,25.157563950103825,25.157563950103825,24.98382386757548,25.035945892333984,129500,0.0,0.0,0.0
1993-04-02,24.82746073170641,24.82746073170641,24.514728546142575,24.514728546142575,59400,0.0,0.0,0.0
1993-04-05,24.70584477154257,24.70584477154257,24.566852677187896,24.636348724365234,172200,0.0,0.0,0.0
1993-04-06,24.688464901234845,24.688464901234845,24.497350816848087,24.56684684753418,129700,0.0,0.0,0.0
1993-04-07,24.60160453425401,24.65372657775879,24.54948249074924,24.65372657775879,28000,0.0,0.0,0.0
1993-04-08,24.75797828857379,24.75797828857379,24.51474201065096,24.618986129760746,180800,0.0,0.0,0.0
1993-04-12,24.862207587925027,24.983825654392867,24.827459568934216,24.96645164489746,348500,0.0,0.0,0.0
1993-04-13,24.94907201661004,25.105438066853417,24.931698011027443,25.01856803894043,146100,0.0,0.0,0.0
1993-04-14,25.035955357452096,25.053329372273367,24.96645929816701,24.98383331298828,119600,0.0,0.0,0.0
1993-04-15,24.96645929816701,25.035955357452096,24.87958922406065,24.98383331298828,148600,0.0,0.0,0.0
1993-04-16,25.001207327809556,25.035955357452096,24.949085283345735,24.98383331298828,47900,0.0,0.0,0.0
1993-04-19,24.983815931075117,25.05331194200995,24.86219791193914,24.87957191467285,157000,0.0,0.0,0.0
1993-04-20,24.844837054871675,24.879585078724645,24.601600887900904,24.757966995239254,279500,0.0,0.0,0.0
1993-04-21,24.810098567705477,24.810098567705477,24.67110641886679,24.740602493286133,67900,0.0,0.0,0.0
1993-04-22,24.636354169669225,24.84484235728279,24.427865982055664,24.427865982055664,97700,0.0,0.0,0.0
1993-04-23,24.375747619356428,24.445243692398076,24.28887752805437,24.323625564575195,106000,0.0,0.0,0.0
1993-04-26,24.34098781313803,24.427857862435456,24.06300365538628,24.13249969482422,62600,0.0,0.0,0.0
1993-04-27,24.09775210241986,24.393110275268555,24.09775210241986,24.393110275268555,156800,0.0,0.0,0.0
1993-04-28,24.35837171283643,24.410493763577165,24.30624966209569,24.34099769592285,85900,0.0,0.0,0.0
1993-04-29,24.393123683644767,24.44524574279785,24.2541315259032,24.44524574279785,85000,0.0,0.0,0.0
1993-04-30,24.532108233785525,24.618978305434908,24.4799861907959,24.4799861907959,88500,0.0,0.0,0.0
1993-05-03,24.514730641804896,24.636348724365234,24.41048657103889,24.636348724365234,80500,0.0,0.0,0.0
1993-05-04,24.688482322076297,24.810100461593915,24.65373428221412,24.72323036193848,149100,0.0,0.0,0.0
1993-05-05,24.723226632784527,24.879592788578663,24.723226632784527,24.792722702026367,109000,0.0,0.0,0.0
1993-05-06,24.757976471623287,24.775350490199862,24.688480397316976,24.705854415893555,54700,0.0,0.0,0.0
1993-05-07,24.723222635765158,24.723222635765158,24.618978548755603,24.65372657775879,68000,0.0,0.0,0.0
1993-05-10,24.688480397316976,24.844846564506177,24.688480397316976,24.705854415893555,113900,0.0,0.0,0.0
1993-05-11,24.7058393414281,24.810083389282227,24.636343309525348,24.810083389282227,42600,0.0,0.0,0.0
1993-05-12,24.70584879015137,24.79271886325317,24.70584879015137,24.77534484863281,31000,0.0,0.0,0.0
1993-05-13,24.671100348424535,24.671100348424535,24.46261217646602,24.4799861907959,129100,0.0,0.0,0.0
1993-05-14,24.479984257708896,24.549480309540574,24.445236231793057,24.462610244750977,63500,0.0,0.0,0.0
1993-05-17,24.532110237180973,24.549484252929688,24.427866142688703,24.549484252929688,34000,0.0,0.0,0.0
1993-05-18,24.56684678539676,24.58422079302434,24.445228732003702,24.5320987701416,105200,0.0,0.0,0.0
1993-05-19,24.532099653001797,25.035945892333984,24.375733578726287,25.035945892333984,50200,0.0,0.0,0.0
1993-05-20,25.03596123032091,25.1054573059082,24.983839173630447,25.105457305908203,98200,0.0,0.0,0.0
1993-05-21,25.122807952944797,25.15755595841221,24.86219791193914,24.87957191467285,221400,0.0,0.0,0.0
1993-05-24,24.931711268524467,25.07070338709464,24.931711268524467,24.98383331298828,30500,0.0,0.0,0.0
1993-05-25,25.088067917092488,25.088067917092488,25.035945892333984,25.035945892333984,191800,0.0,0.0,0.0
1993-05-26,25.10545002425509,25.36606023211933,25.08807601039748,25.34868621826172,102400,0.0,0.0,0.0
1993-05-27,25.38344370384164,25.38344370384164,25.22707752086109,25.26182556152344,53800,0.0,0.0,0.0
1993-05-28,25.244443751073494,25.244443751073494,25.018581556466504,25.140199661254883,79100,0.0,0.0,0.0
1993-06-01,25.227062483832576,25.470298623483853,25.192314463882397,25.3834285736084,28300,0.0,0.0,0.0
1993-06-02,25.313938190546487,25.4355562875498,25.20969410740079,25.34868621826172,20300,0.0,0.0,0.0
1993-06-03,25.29657360218578,25.29657360218578,25.209703500529923,25.26182556152344,21600,0.0,0.0,0.0
1993-06-04,25.192314118990165,25.192314118990165,25.07069605082952,25.17494010925293,32000,0.0,0.0,0.0
1993-06-07,25.227077336192465,25.227077336192465,25.088085174560547,25.088085174560547,121400,0.0,0.0,0.0
1993-06-08,25.018590771177283,25.018590771177283,24.862224578857425,24.862224578857425,104500,0.0,0.0,0.0
1993-06-09,24.94907760620117,25.053321663051594,24.914329587251032,24.94907760620117,43300,0.0,0.0,0.0
1993-06-10,24.93170362590665,24.983825654392867,24.879581597420437,24.96645164489746,17900,0.0,0.0,0.0
1993-06-11,25.05332377348521,25.105445806301063,24.966453718792128,25.070697784423828,647400,0.0,0.0,0.0
1993-06-14,25.10544192534532,25.122815933598154,25.035945892333984,25.035945892333984,64200,0.0,0.0,0.0
1993-06-15,25.07070338709464,25.08807740191591,24.98383331298828,24.98383331298828,142400,0.0,0.0,0.0
1993-06-16,24.98382386757548,25.035945892333984,24.914327834564144,25.035945892333984,330900,0.0,0.0,0.0
1993-06-17,25.08807378323081,25.122821807861328,25.035951746285047,25.122821807861328,37400,0.0,0.0,0.0
1993-06-18,25.108413729774817,25.108413729774817,24.915945053100582,24.915945053100582,58500,0.318,0.0,0.0
1993-06-21,24.98592862167305,24.98592862167305,24.933437174988864,24.96843147277832,29300,0.0,0.0,0.0
1993-06-22,25.003419003900696,25.003419003900696,24.95092757142225,24.98592185974121,137500,0.0,0.0,0.0
1993-06-23,24.98592581597318,24.98592581597318,24.758462905883786,24.75846290588379,227600,0.0,0.0,0.0
1993-06-24,24.82845651554762,25.090913772583008,24.82845651554762,25.090913772583008,243700,0.0,0.0,0.0
1993-06-25,25.07341194152832,25.143400530339285,25.055914794325577,25.07341194152832,44800,0.0,0.0,0.0
1993-06-28,25.195883046025816,25.35335731506348,25.160888764017447,25.35335731506348,439900,0.0,0.0,0.0
1993-06-29,25.31836645414694,25.31836645414694,25.19588645056779,25.230880737304688,207500,0.0,0.0,0.0
1993-06-30,25.265875024041588,25.31836645414694,25.19588645056779,25.230880737304688,437600,0.0,0.0,0.0
1993-07-01,25.26588492466445,25.26588492466445,25.12590772286576,25.16090202331543,605700,0.0,0.0,0.0
1993-07-02,25.0734131512942,25.09091029934116,24.93343596691852,25.02092170715332,285400,0.0,0.0,0.0
1993-07-06,24.98592581597318,25.05591440369299,24.72346861202388,24.75846290588379,246400,0.0,0.0,0.0
1993-07-07,24.740965423153856,24.86344545000115,24.740965423153856,24.82845115661621,343700,0.0,0.0,0.0
1993-07-08,24.845954522853944,25.16090324215773,24.81096022070908,25.10841178894043,248200,0.0,0.0,0.0
1993-07-09,25.108384807711264,25.178373336791992,25.05589341090072,25.178373336791992,378200,0.0,0.0,0.0
1993-07-12,25.143404873090592,25.178399173540267,25.10841057264092,25.16090202331543,373700,0.0,0.0,0.0
1993-07-13,25.178390666189177,25.24837924344057,25.00341922306069,25.14339637756348,389600,0.0,0.0,0.0
1993-07-14,25.16089216383089,25.300869310778488,25.14339502046244,25.230880737304688,617300,0.0,0.0,0.0
1993-07-15,25.21338216574411,25.21338216574411,25.073405026725407,25.125896453857425,443800,0.0,0.0,0.0
1993-07-16,25.14338243207452,25.160879566682784,25.020902489816677,25.055896759033203,216400,0.0,0.0,0.0
1993-07-19,25.05592068952751,25.05592068952751,24.96843493293,25.038423538208008,188200,0.0,0.0,0.0
1993-07-20,25.020926033578267,25.10841178894043,24.89844597607124,25.10841178894043,68500,0.0,0.0,0.0
1993-07-21,25.07341662211398,25.090913772583008,25.00342802023788,25.090913772583008,142700,0.0,0.0,0.0
1993-07-22,25.055922272500027,25.090916577349887,24.915945053100582,24.915945053100582,632400,0.0,0.0,0.0
1993-07-23,24.96843493293,25.038423538208008,24.95093778161049,25.038423538208008,286200,0.0,0.0,0.0
1993-07-26,25.108384807711264,25.23086473360254,25.108384807711264,25.178373336791992,121300,0.0,0.0,0.0
1993-07-27,25.195896323765105,25.213393473989942,25.073416272191245,25.16090202331543,92800,0.0,0.0,0.0
1993-07-28,25.10841178894043,25.16090324215773,25.073417486795563,25.10841178894043,30800,0.0,0.0,0.0
1993-07-29,25.16089493453461,25.318369242191643,25.12590064394416,25.248380661010746,331000,0.0,0.0,0.0
1993-07-30,25.24838899751989,25.24838899751989,25.073417486795563,25.10841178894043,75300,0.0,0.0,0.0
1993-08-02,25.14337907225163,25.265858998142903,25.14337907225163,25.178373336791992,41300,0.0,0.0,0.0
1993-08-03,25.23087516890632,25.3008637269338,25.10839519235823,25.195880889892575,81600,0.0,0.0,0.0
1993-08-04,25.195880889892575,25.248372308413188,25.1258923318651,25.195880889892575,434000,0.0,0.0,0.0
1993-08-05,25.195887810502025,25.195887810502025,25.10840208893778,25.14339637756348,36800,0.0,0.0,0.0
1993-08-06,25.21336760133236,25.23086473360254,25.14337907225163,25.178373336791992,402300,0.0,0.0,0.0
1993-08-09,25.24838603770395,25.388363229874173,25.195894590640115,25.318374633789062,828200,0.0,0.0,0.0
1993-08-10,25.300874710083008,25.31837185718541,25.26588041587819,25.300874710083008,604900,0.0,0.0,0.0
1993-08-11,25.2833775629806,25.37086329849264,25.2833775629806,25.300874710083008,542200,0.0,0.0,0.0
1993-08-12,25.37085788425229,25.37085788425229,25.14339502046244,25.230880737304688,303700,0.0,0.0,0.0
1993-08-13,25.24839106160848,25.283385366614173,25.24839106160848,25.265888214111328,103500,0.0,0.0,0.0
1993-08-16,25.283378957060087,25.475847585798952,25.283378957060087,25.405858993530277,241800,0.0,0.0,0.0
1993-08-17,25.388366169036047,25.493349075317383,25.388366169036047,25.493349075317383,369300,0.0,0.0,0.0
1993-08-18,25.58082460787516,25.685807472202963,25.563327463820524,25.633316040039062,414300,0.0,0.0,0.0
1993-08-19,25.650813184093696,25.650813184093696,25.59832175192979,25.633316040039062,28500,0.0,0.0,0.0
1993-08-20,25.580817869220223,25.650806427001957,25.5633207297748,25.650806427001957,80700,0.0,0.0,0.0
1993-08-23,25.545834289050152,25.61582287614344,25.545834289050152,25.59832572937012,15600,0.0,0.0,0.0
1993-08-24,25.598313078193584,25.878267288208004,25.598313078193584,25.878267288208008,273400,0.0,0.0,0.0
1993-08-25,25.878287226444964,26.000767287692508,25.84329292323138,25.89578437805176,242300,0.0,0.0,0.0
1993-08-26,25.913269042968757,26.05324618837304,25.808286183915538,25.91326904296875,120000,0.0,0.0,0.0
1993-08-27,25.84329292323138,25.895784378051754,25.84329292323138,25.89578437805176,25700,0.0,0.0,0.0
1993-08-30,25.913280997911663,26.03576105664588,25.913280997911663,26.00076675415039,183500,0.0,0.0,0.0
1993-08-31,25.983267348884738,26.07075309753418,25.94827304942496,26.07075309753418,66500,0.0,0.0,0.0
1993-09-01,25.983263715620964,26.08824659932045,25.983263715620964,26.035755157470703,136500,0.0,0.0,0.0
1993-09-02,26.0532536869988,26.088247983421898,25.930773649517946,25.94827079772949,472400,0.0,0.0,0.0
1993-09-03,25.930772611715724,26.00076120176084,25.895778316693164,25.96576690673828,630500,0.0,0.0,0.0
1993-09-07,25.9657658404864,26.00076013407196,25.75580007897303,25.790794372558597,196400,0.0,0.0,0.0
1993-09-08,25.790797665299326,25.790797665299326,25.5283404298994,25.703311920166016,269900,0.0,0.0,0.0
1993-09-09,25.59832592502884,25.773297394099444,25.59832592502884,25.755800247192383,239200,0.0,0.0,0.0
1993-09-10,25.82578300707268,26.000754436659893,25.79078872115524,25.98325729370117,106500,0.0,0.0,0.0
1993-09-13,26.070755359141373,26.070755359141373,26.00076675415039,26.00076675415039,66900,0.0,0.0,0.0
1993-09-14,25.930778681265338,25.930778681265338,25.8082986200178,25.89578437805176,184500,0.0,0.0,0.0
1993-09-15,25.79079543162549,25.98326405424956,25.70330969406909,25.96576690673828,101000,0.0,0.0,0.0
1993-09-16,25.930778859594035,25.948276011321155,25.843293100958427,25.860790252685547,54300,0.0,0.0,0.0
1993-09-17,25.845839298763508,25.863445456323973,25.775414668521645,25.810626983642575,200900,0.286,0.0,0.0
1993-09-20,25.845857334268143,25.89867584380684,25.5993709564209,25.5993709564209,57800,0.0,0.0,0.0
1993-09-21,25.63457278928895,25.66978511454896,25.24723721142881,25.511329650878903,318200,0.0,0.0,0.0
1993-09-22,25.5993635058811,25.757818988379675,25.56415117643697,25.722606658935547,439700,0.0,0.0,0.0
1993-09-23,25.793037771610603,25.8810686172475,25.757825433355844,25.86346244812012,88500,0.0,0.0,0.0
1993-09-24,25.82824402246052,25.845850187438337,25.75781936254924,25.793031692504883,53500,0.0,0.0,0.0
1993-09-27,25.98669719502863,26.07472801208496,25.98669719502863,26.07472801208496,274600,0.0,0.0,0.0
1993-09-28,26.092343930462537,26.092343930462537,26.004313080494715,26.02191925048828,158300,0.0,0.0,0.0
1993-09-29,26.021920242361364,26.092344925019987,25.898677047708773,25.93388938903809,221000,0.0,0.0,0.0
1993-09-30,25.933878135681155,25.98669662475586,25.82824115753174,25.881059646606445,99300,0.0,0.0,0.0
1993-10-01,25.845845614402943,26.03951339489234,25.8106332906776,26.004301071166992,22700,0.0,0.0,0.0
1993-10-04,26.039508819580075,26.039508819580075,25.96908418450346,26.03950881958008,1038500,0.0,0.0,0.0
1993-10-05,26.092331880480355,26.092331880480355,25.916270261853636,26.004301071166992,436500,0.0,0.0,0.0
1993-10-06,26.021918118484624,26.1275551338506,25.9867057800293,25.986705780029297,209200,0.0,0.0,0.0
1993-10-07,26.02191776037216,26.02191776037216,25.898674577474598,25.91628074645996,59400,0.0,0.0,0.0
1993-10-08,25.986700826616428,26.00430699248812,25.75782067028444,25.951488494873047,54400,0.0,0.0,0.0
1993-10-11,26.004301071166992,26.05711955675501,26.004301071166992,26.004301071166992,467100,0.0,0.0,0.0
1993-10-12,26.039508819580075,26.05711497834923,26.02190266081092,26.03950881958008,26200,0.0,0.0,0.0
1993-10-13,26.05711497834923,26.05711497834923,26.004296502041765,26.03950881958008,139100,0.0,0.0,0.0
1993-10-14,26.145169865464336,26.374050140380856,26.074745165490015,26.37405014038086,108100,0.0,0.0,0.0
1993-10-15,26.49728259559013,26.567707266940538,26.426857924239727,26.51488876342773,1502500,0.0,0.0,0.0
1993-10-18,26.497276499172976,26.497276499172976,26.409245680238847,26.4444580078125,722400,0.0,0.0,0.0
1993-10-19,26.409247031873857,26.462065525937607,26.250791549682614,26.250791549682617,880100,0.0,0.0,0.0
1993-10-20,26.338836894766725,26.338836894766725,26.23319984839734,26.28601837158203,230400,0.0,0.0,0.0
1993-10-21,26.303610043746364,26.303610043746364,26.215579220306783,26.250791549682617,56200,0.0,0.0,0.0
1993-10-22,26.286007536710752,26.391644539537456,26.127552032470703,26.127552032470703,390700,0.0,0.0,0.0
1993-10-25,26.145158563890767,26.233189400806225,26.074733894358403,26.19797706604004,114500,0.0,0.0,0.0
1993-10-26,26.180360794067383,26.19796695465519,26.09232999112836,26.180360794067383,186200,0.0,0.0,0.0
1993-10-27,26.145158563890767,26.21558323342313,26.145158563890767,26.19797706604004,118400,0.0,0.0,0.0
1993-10-28,26.233186130129237,26.462066277573317,26.233186130129237,26.39164161682129,129600,0.0,0.0,0.0
1993-10-29,26.374035451633283,26.40924778200929,26.35642928644528,26.39164161682129,80700,0.0,0.0,0.0
1993-11-01,26.35643345724323,26.479676633062,26.35643345724323,26.46207046508789,36400,0.0,0.0,0.0
1993-11-02,26.42685184402567,26.47967033538615,26.286002533731065,26.4444580078125,262100,0.0,0.0,0.0
1993-11-03,26.426860159824447,26.426860159824447,25.98670592664949,26.10994911193848,479100,0.0,0.0,0.0
1993-11-04,26.109943815048,26.109943815048,25.810638997208606,25.828245162963867,130400,0.0,0.0,0.0
1993-11-05,25.75782067028444,25.951488494873047,25.65218367505429,25.951488494873047,363200,0.0,0.0,0.0
1993-11-08,25.96909961080164,26.057130456939948,25.898674933890987,25.986705780029297,367600,0.0,0.0,0.0
1993-11-09,26.162756527931045,26.180362689793714,25.98669490930432,26.004301071166992,246900,0.0,0.0,0.0
1993-11-10,26.004309224826034,26.197977066040043,25.93388455529367,26.19797706604004,46500,0.0,0.0,0.0
1993-11-11,26.19797670102184,26.26840136957297,26.10994586533292,26.127552032470703,88900,0.0,0.0,0.0
1993-11-12,26.18036689093095,26.338822373122195,26.16276072624304,26.250791549682617,108200,0.0,0.0,0.0
1993-11-15,26.30361903401829,26.30361903401829,26.162769668374285,26.23319435119629,243300,0.0,0.0,0.0
1993-11-16,26.28601299991748,26.374043853902467,26.18037597513549,26.35643768310547,492600,0.0,0.0,0.0
1993-11-17,26.3740335545178,26.3740335545178,26.145153423537337,26.215578079223636,39600,0.0,0.0,0.0
1993-11-18,26.18036155315361,26.23318003644847,26.07472458656388,26.14514923095703,240800,0.0,0.0,0.0
1993-11-19,26.057114800621783,26.12753943521806,26.03950864197272,26.09232711791992,106000,0.0,0.0,0.0
1993-11-22,26.021920242361364,26.03952641302602,25.845858535714807,25.93388938903809,165300,0.0,0.0,0.0
1993-11-23,26.07472801208496,26.092334175496223,25.93387870479483,26.07472801208496,89700,0.0,0.0,0.0
1993-11-24,26.145148472891773,26.19796695465519,26.10993615171616,26.180360794067383,77200,0.0,0.0,0.0
1993-11-26,26.250795568189314,26.250795568189314,26.18037089865695,26.19797706604004,1019800,0.0,0.0,0.0
1993-11-29,26.26838870441061,26.321207180357817,26.092327117919925,26.09232711791992,517500,0.0,0.0,0.0
1993-11-30,26.07473677328448,26.233192297227465,26.05713060395748,26.10994911193848,230000,0.0,0.0,0.0
1993-12-01,26.25078619754676,26.268392358645045,26.14514923095703,26.14514923095703,379200,0.0,0.0,0.0
1993-12-02,26.19797191530206,26.233184243145207,26.145153423537337,26.215578079223636,352000,0.0,0.0,0.0
1993-12-03,26.197973428681543,26.321216583251957,26.197973428681543,26.321216583251957,306000,0.0,0.0,0.0
1993-12-06,26.35642604827881,26.44445686340332,26.35642604827881,26.40924453735352,99500,0.0,0.0,0.0
1993-12-07,26.40924778200929,26.4268539471973,26.35642928644528,26.39164161682129,88800,0.0,0.0,0.0
1993-12-08,26.39164161682129,26.39164161682129,26.35642928644528,26.39164161682129,146700,0.0,0.0,0.0
1993-12-09,26.391661721858952,26.42687407905957,26.26841847165681,26.303630828857425,416500,0.0,0.0,0.0
1993-12-10,26.32121620843428,26.32121620843428,26.197973055618867,26.250791549682617,412900,0.0,0.0,0.0
1993-12-13,26.2507890701294,26.40924453735352,26.21557674407959,26.40924453735352,273200,0.0,0.0,0.0
1993-12-14,26.42685204628252,26.42685204628252,26.215578079223636,26.215578079223636,41900,0.0,0.0,0.0
1993-12-15,26.250785436418607,26.268391597006413,26.180360794067383,26.180360794067383,82600,0.0,0.0,0.0
1993-12-16,26.286004449982425,26.286004449982425,26.233185954771475,26.26839828491211,78200,0.0,0.0,0.0
1993-12-17,26.32413206164469,26.430492191186687,26.30640537338769,26.412765502929688,104700,0.317,0.0,0.0
1993-12-20,26.39505446180901,26.465961256870955,26.377327763043525,26.44823455810547,68800,0.0,0.0,0.0
1993-12-21,26.41276104945662,26.41276104945662,26.32412762311616,26.359580993652344,205700,0.0,0.0,0.0
1993-12-22,26.430495554555154,26.554582388144613,26.37731548301681,26.53685569763184,410300,0.0,0.0,0.0
1993-12-23,26.519117355346683,26.57229740351917,26.48366398989836,26.51911735534668,533800,0.0,0.0,0.0
1993-12-27,26.51912286433768,26.66093635559082,26.51912286433768,26.66093635559082,447100,0.0,0.0,0.0
1993-12-28,26.64322361885987,26.731857097299194,26.625496923172008,26.714130401611328,880600,0.0,0.0,0.0
1993-12-29,26.73183375767299,26.74956043788365,26.66092703683036,26.678653717041016,266700,0.0,0.0,0.0
1993-12-30,26.660937206835804,26.660937206835804,26.519123711054764,26.572303771972656,219900,0.0,0.0,0.0
1993-12-31,26.62549173775973,26.660945122230785,26.41277143093342,26.430498123168945,312900,0.0,0.0,0.0
1994-01-03,26.43048773472471,26.46594110526089,26.32412762311616,26.359580993652344,960900,0.0,0.0,0.0
1994-01-04,26.39503183384031,26.46593856811523,26.35957846670285,26.465938568115234,164300,0.0,0.0,0.0
1994-01-05,26.50139067262252,26.536844038070843,26.395030576277545,26.51911735534668,710900,0.0,0.0,0.0
1994-01-06,26.55457072079501,26.57229740351917,26.48366398989836,26.51911735534668,201000,0.0,0.0,0.0
1994-01-07,26.572293635777065,26.696380397251676,26.50138691493443,26.678653717041016,775500,0.0,0.0,0.0
1994-01-10,26.714114734551977,26.99774169921875,26.64320799338528,26.99774169921875,593700,0.0,0.0,0.0
1994-01-11,26.98003347296464,26.98003347296464,26.855946591025905,26.944580078125,295200,0.0,0.0,0.0
1994-01-12,26.962300022993936,26.962300022993936,26.76730640021094,26.855939865112305,158400,0.0,0.0,0.0
1994-01-13,26.785022735595703,26.838202793972133,26.74956936334475,26.785022735595703,244300,0.0,0.0,0.0
1994-01-14,26.873663156065568,26.94456991901033,26.873663156065568,26.89138984680176,137200,0.0,0.0,0.0
1994-01-17,26.89138984680176,26.92684322827414,26.838209774593185,26.89138984680176,17700,0.0,0.0,0.0
1994-01-18,26.92684555053711,26.96229893506711,26.873665473742104,26.92684555053711,166400,0.0,0.0,0.0
1994-01-19,26.89139325107285,26.926846637033396,26.802759786171485,26.855939865112305,200800,0.0,0.0,0.0
1994-01-20,26.891392166007105,26.94457224280211,26.873665473742104,26.92684555053711,281100,0.0,0.0,0.0
1994-01-21,26.962286833408324,26.962286833408324,26.85592672755661,26.873653411865234,85600,0.0,0.0,0.0
1994-01-24,26.855940749313657,26.980027604260982,26.76730728149414,26.76730728149414,373800,0.0,0.0,0.0
1994-01-25,26.785033975058045,26.802760668621943,26.71412720080243,26.76730728149414,310400,0.0,0.0,0.0
1994-01-26,26.76731190246824,26.855945385588992,26.731858509219936,26.838218688964844,145100,0.0,0.0,0.0
1994-01-27,26.89139211240239,27.12183911138804,26.85593872794306,27.08638572692871,344500,0.0,0.0,0.0
1994-01-28,27.192733336366494,27.245913388523668,27.157279968261715,27.15727996826172,356500,0.0,0.0,0.0
1994-01-31,27.26365192633361,27.40546546041077,27.22819854281433,27.35228538513184,313800,0.0,0.0,0.0
1994-02-01,27.31683991770791,27.31683991770791,27.175026342534863,27.210479736328125,303600,0.0,0.0,0.0
1994-02-02,27.299082907272386,27.38771629333496,27.281356230059878,27.38771629333496,307600,0.0,0.0,0.0
